WDBC;
Id|uint32;Model|uint32;Sound|uint32;ExtraDisplayInformation|int32;Scale|float;Opacity|int32;Skin1|string;Skin2|string;Skin3|string;PortraitTextureName|string;BloodLevel|uint32;NPCSounds|uint32
283;30;0;0;1;255;MineSpiderSkinGreen;;;HumanMaleCitizenLow;0;0
285;97;0;0;1;255;HumanFemalePeasant_BrownDress;;;HumanMaleCitizenLow;0;0
286;105;0;0;1;255;HumanMaleWarriorMediumSkinLight;;;HumanMaleCitizenLow;0;0
295;791;0;0;1;255;WyvernSkin01;WyvernSkin02;;HumanMaleCitizenLow;0;0
298;119;0;0;1;255;TrollSkinJungleBloodScalpMelee;;;HumanMaleCitizenLow;0;0
299;118;0;0;1;255;TrollSkinJungleBloodScalpScout;;;HumanMaleCitizenLow;0;0
300;16;0;0;1;255;HumanThiefSkin_var5;;;HumanMaleCitizenLow;0;0
301;74;0;0;1;255;HumanMalePeasantskinblack;;;HumanMaleCitizenLow;0;0
302;50;0;0;1;255;HumanFemaleWarriorLight_Skin02;;;HumanMaleCitizenLow;0;0
304;111;0;0;1;255;ChickenSkin;;;;0;0
308;74;0;0;1;255;HumanMalePeasantLightSkin;;;;0;161
309;74;0;0;1;255;HumanMalePeasantLightSkin;;;HumanMaleCitizenLow;0;0
310;74;0;0;1;255;HumanMalePeasantLightSkin;;;;0;161
312;53;0;23;1;255;DwarfMaleWarriorLightSkin;;;HumanMaleCitizenLow;0;0
314;116;0;0;1;255;TrollSkinJungleBloodScalpCaster;;;HumanMaleCitizenLow;0;0
316;119;0;0;1;255;TrollSkinJungleSplitSkullMelee;;;HumanMaleCitizenLow;0;0
317;116;0;0;1;255;TrollSkinJungleSplitSkullCaster;;;HumanMaleCitizenLow;0;0
320;82;0;0;1;255;TigerSkinRed;;;HumanMaleCitizenLow;0;0
321;82;0;0;1;255;TigerSkinBlackStriped;;;HumanMaleCitizenLow;0;0
322;34;0;0;1;255;RaptorSkinMottledDarkGreen;;;HumanMaleCitizenLow;0;0
326;33;0;0;1;255;OgreSkinGray;OgreMageSkin2Blue;;;0;0
327;93;0;0;1;255;HumanFemaleMerchant01_NoApron;;;HumanMaleCitizenLow;0;0
328;2386;0;0;1;255;RabbitSkin2_Default;;;;0;0
330;98;0;0;1;255;HumanFemaleWarriorHeavy_SkinLight;;;HumanMaleCitizenLow;0;0
332;47;0;0;1;255;DragonSpawnSkinGreen;DragonSpawnBodySkinGreen;;;0;0
336;63;0;0;1;255;TarantulaSkinGreen;;;HumanMaleCitizenLow;0;0
337;118;0;0;1;255;TrollSkinJungleSplitSkullScout;;;HumanMaleCitizenLow;0;0
338;79;0;0;1;255;HumanMaleKidSkinPeach;;;HumanMaleCitizenLow;0;0
341;74;0;0;1;255;HumanMalePeasantSkindark;;;HumanMaleCitizenLow;0;0
342;132;0;0;1;255;CrabSkinBronze;;;;0;0
344;80;0;0;1;255;HumanFemaleKidcitydress;;;HumanMaleCitizenLow;0;0
346;2385;0;0;1;255;Murloc2_Murk;;;HumanMaleCitizenLow;0;0
347;124;0;0;1;255;DeerSkin;;;HumanMaleCitizenLow;0;0
348;130;0;0;1;255;DreadLordSkin;DreadLordWingSkin;;HumanMaleCitizenLow;0;0
351;127;0;0;1;255;PirateCaptain01;;;HumanMaleCitizenLow;0;0
352;131;0;0;1;255;GnomeSkin;;;HumanMaleCitizenLow;0;0
355;10;0;0;1;255;MossHideGnollWhelpSkin;;;HumanMaleCitizenLow;0;0
358;81;0;0;1;255;SlimeSkinGreen;;;HumanMaleCitizenLow;0;0
360;81;0;0;1;255;SlimeSkinBlackpudding;;;HumanMaleCitizenLow;0;0
363;47;0;0;1;255;DragonSpawnSkinRed;DragonSpawnBodySkinRed;;;0;0
365;2382;26;0;0,85;255;kobold2_Normal;Kobold2_Hat01;;;0;0
366;63;0;0;0,55;255;TarantulaSkinOrange;;;HumanMaleCitizenLow;0;0
367;71;0;0;0,85;255;HarvestGolemSkinBrown;HarvestGolemBitsBrown;;;0;0
368;30;0;0;0,55;255;MineSpiderSkinSteel;;;HumanMaleCitizenLow;0;0
369;2385;0;0;0,8;255;Murloc2_Green;;;HumanMaleCitizenLow;0;0
370;70;0;0;1,3;255;SkeletonSkin;;;HumanMaleCitizenLow;0;0
371;2382;26;0;1,5;255;kobold2_Albino;Kobold2_Hat01;;;0;0
372;43;0;0;0,65;255;WolfSkinTimber;WolfSkinTimberAlpha;;HumanMaleCitizenLow;0;0
373;2382;26;0;1,15;255;kobold2_Normal;Kobold2_Hat01;;;0;0
374;10;0;0;1;255;RiverPawGnollWhelpSkin;;;;0;0
375;99;0;0;1;255;HumanFemaleWarriorLight_Skin01;;;HumanMaleCitizenLow;0;0
376;123;0;0;1,3;255;RiverPawGnollFighterSkin;;;;0;0
377;66;0;0;0,6;255;BoarSkinBrown;;;;0;0
378;71;0;0;1,1;255;HarvestGolemSkinGrey;HarvestGolemBitsGrey;;HumanMaleCitizenLow;0;0
379;71;0;0;1,15;255;HarvestGolemSkinBrown;HarvestGolemBitsBrown;;HumanMaleCitizenLow;0;0
380;43;0;0;0,85;255;WolfSkinTimber;WolfSkinTimberAlpha;;HumanMaleCitizenLow;0;0
381;66;0;0;0,75;255;BoarSkinBlue;;;;0;0
382;63;0;0;0,4;255;TarantulaSkinOrange;;;HumanMaleCitizenLow;0;0
383;10;0;0;1,15;255;RiverPawGnollWhelpSkin;;;;0;0
384;123;0;0;1,15;255;RiverPawGnollFighterSkin;;;HumanMaleCitizenLow;0;0
385;2385;0;0;0,9;255;Murloc2_Green;;;HumanMaleCitizenLow;0;0
386;2385;0;0;1,75;255;Murloc2_Green;;;HumanMaleCitizenLow;0;0
387;2372;0;0;0,85;255;DragonWhelp2Black;;;;0;0
388;61;0;0;1,3;255;CarrionBirdSkin;CarrionBirdWing;;;0;0
389;66;0;0;0,75;255;BoarSkinIvory;;;;0;0
390;18;0;0;0,5;255;;;;HumanMaleCitizenLow;0;0
391;2385;0;0;2;255;Murloc2_Blue;;;HumanMaleCitizenLow;0;0
397;2372;0;0;1,5;255;DragonWhelp2Black;;;;0;0
399;2372;0;0;2,25;255;DragonWhelp2Black;;;;0;0
400;2372;0;0;1,75;255;DragonWhelp2Black;;;;0;0
410;61;0;0;0,85;255;CarrionBirdSkinBrown;CarrionBirdWingBrown;;;0;0
413;122;0;0;1,15;255;RiverPawGnollCasterSkin;;;;0;0
414;45;0;0;1,3;255;GhoulSkinRed;;;;0;0
415;32;0;0;1;255;OgreSkinYellow;;;;0;0
416;32;0;0;1,6;255;OgreSkinYellow;;;;0;0
418;30;0;0;0,7;255;MineSpiderSkinSteel;;;HumanMaleCitizenLow;0;0
423;94;0;0;1;255;HumanFemaleFarmer_Bluedress;;;HumanMaleCitizenLow;0;0
424;94;0;0;1;255;HumanFemaleFarmer_Greydress;;;HumanMaleCitizenLow;0;0
425;94;0;0;0,75;255;HumanFemaleFarmer_Bluedress;;;HumanMaleCitizenLow;0;0
427;96;0;0;0,8;255;HumanFemaleMerchant03;;;HumanMaleCitizenLow;0;0
428;102;0;0;1;255;HumanMaleFarmerSkin01;;;HumanMaleCitizenLow;0;0
429;103;0;0;1;255;HumanMaleMerchant03Skin2;;;HumanMaleCitizenLow;0;0
430;102;0;0;1,15;255;HumanMaleFarmerSkin02;;;HumanMaleCitizenLow;0;0
433;2395;0;0;0,5;255;DoomGuard2_Body;DoomGuard2_Wings;;HumanMaleCitizenLow;0;0
441;2385;0;0;1;255;Murloc2_Green;;;HumanMaleCitizenLow;0;0
447;43;0;0;0,4;255;WolfSkinTimber;WolfSkinTimberAlpha;;HumanMaleCitizenLow;0;0
448;32;0;0;1,75;255;OgreSkinGray;;;;0;0
453;69;0;0;0,6;255;RockElementalSkinBrown;;;HumanMaleCitizenLow;0;0
456;112;0;0;1,5;255;BlackRockClanOrcWarriorSkin;;;HumanMaleCitizenLow;0;0
457;2372;0;0;2;255;DragonWhelp2Black;;;;0;0
459;107;0;0;1,2;255;HumanMaleWarriorLight_Skin01;;;HumanMaleCitizenLow;0;0
467;2388;0;0;1;255;Satyr2_Pink;SatyrSkinPinkAlpha;;HumanMaleCitizenLow;0;0
470;81;0;0;1;255;SlimeSkinAquaBlue;;;HumanMaleCitizenLow;0;0
471;82;0;0;1,5;255;TigerSkinRed;;;HumanMaleCitizenLow;0;0
473;84;0;0;1;255;StoneGolemSkin;;;HumanMaleCitizenLow;0;0
478;2385;0;0;1,75;255;Murloc2_Murk;;;HumanMaleCitizenLow;0;0
479;90;0;0;1;255;HippogryphSkin01;HippogryphSkin02;;;0;0
480;2;0;0;2;255;BogBeastSkinBlackGreen;BogBeastSkinBlackGreenAlpha;;HumanMaleCitizenLow;0;0
481;91;0;0;1;255;SilithidTankSkinBlue;;;HumanMaleCitizenLow;0;0
482;92;0;0;1;255;SilithidFlyerSkinBlue;;;HumanMaleCitizenLow;0;0
483;11;0;0;1;255;GrellSkinBlanca;;;;0;0
486;2385;0;0;1,15;255;Murloc2_Blue;;;HumanMaleCitizenLow;0;0
487;10;0;0;1;255;RedRidgeGnollWhelpSkin;;;;0;0
488;10;0;0;1,3;255;RedRidgeGnollWhelpSkin;;;;0;0
489;123;0;0;1;255;RedRidgeGnollFighterSkin;;;;0;0
490;61;0;0;0,75;255;CarrionBirdSkinRed;CarrionBirdWingRed;;;0;0
491;122;0;0;1,15;255;ShadowHideGnollCasterSkin;;;;0;0
492;122;0;0;1,15;255;RedRidgeGnollCasterSkin;;;;0;0
493;123;0;0;1,3;255;ShadowHideGnollFighterSkin;;;HumanMaleCitizenLow;0;0
494;10;0;0;1,3;255;ShadowHideGnollWhelpSkin;;;;0;0
495;112;0;0;1,2;255;BlackRockClanOrcWarriorSkin;;;HumanMaleCitizenLow;0;0
496;112;0;0;1,1;255;BlackRockClanOrcWarriorSkin;;;HumanMaleCitizenLow;0;0
497;2372;0;0;1;255;DragonWhelp2Black;;;;0;0
498;63;0;0;0,5;255;TarantulaSkinOrange;;;HumanMaleCitizenLow;0;0
499;66;0;0;1,1;255;BoarSkinIvory;;;;0;0
500;123;0;0;1,15;255;RedRidgeGnollFighterSkin;;;HumanMaleCitizenLow;0;0
501;123;0;0;1,5;255;RiverPawGnollFighterSkin;;;;0;0
502;122;0;0;1,3;255;RiverPawGnollCasterSkin;;;;0;0
503;66;0;0;0,6;255;BoarSkinIvory;;;;0;0
504;2385;0;0;0,9;255;Murloc2_Blue;;;HumanMaleCitizenLow;0;0
505;6;0;0;1,15;255;DragonWhelpSkinRed;;;;0;0
506;2385;0;0;1,75;255;Murloc2_Blue;;;HumanMaleCitizenLow;0;0
507;61;0;0;2;255;CarrionBirdSkinBlue;CarrionBirdWingBlue;;;0;0
508;16;0;0;1,1;255;HumanThiefSkin_var4;;;HumanMaleCitizenLow;0;0
511;2382;26;0;1,5;255;kobold2_Normal;Kobold2_Hat01;;;0;0
512;123;0;0;0,85;255;RiverPawGnollFighterSkin;;;;0;0
513;30;0;0;0,4;255;MineSpiderSkinOlive;;;HumanMaleCitizenLow;0;0
514;71;0;0;0,85;255;HarvestGolemSkinGrey;HarvestGolemBitsGrey;;;0;0
515;16;0;0;0,9;255;HumanThiefSkin_var1;;;HumanMaleCitizenLow;0;0
516;113;0;0;1,05;255;BlackRockClanOrcRunnerSkin;;;HumanMaleCitizenLow;0;0
517;112;0;0;1,2;255;BlackRockClanOrcWarriorSkin;;;HumanMaleCitizenLow;0;0
518;70;0;0;1,75;255;SkeletonSkinDarkTeal;;;HumanMaleCitizenLow;0;0
519;45;0;0;1,15;255;GhoulSkinWhite;;;;0;0
520;63;0;0;0,7;255;TarantulaSkinBrown;;;HumanMaleCitizenLow;0;0
522;44;0;0;1,3;255;WargenSkinBlack;;;HumanMaleCitizenLow;0;0
523;44;0;0;1,75;255;WargenSkinWhite;;;;0;0
524;44;0;0;1,15;255;WargenSkinBrown;;;HumanMaleCitizenLow;0;0
525;110;0;0;0,85;255;WaterElementalSkin;;;HumanMaleCitizenLow;0;0
527;2385;0;0;0,85;255;Murloc2_Green;;;HumanMaleCitizenLow;0;0
528;123;0;0;1,1;255;RiverPawGnollFighterSkin;;;HumanMaleCitizenLow;0;0
529;2385;0;0;1,05;255;Murloc2_Green;;;HumanMaleCitizenLow;0;0
531;2385;0;0;0,9;255;Murloc2_Murk;;;HumanMaleCitizenLow;0;0
